"game_id","game_date","season"
"washington-spirit-vs-orlando-pride-2018-03-31",2018-03-31,2018
"houston-dash-vs-orlando-pride-2018-07-11",2018-07-11,2018
"portland-thorns-vs-orlando-pride-2018-05-12",2018-05-12,2018
"utah-royals-vs-chicago-red-stars-2018-04-14",2018-04-14,2018
"orlando-pride-vs-portland-thorns-2018-08-11",2018-08-11,2018
"chicago-red-stars-vs-reign-2018-07-14",2018-07-14,2018
"sky-blue-vs-chicago-red-stars-2018-07-07",2018-07-07,2018
"portland-thorns-vs-utah-royals-2018-05-25",2018-05-25,2018
"reign-vs-washington-spirit-2018-08-05",2018-08-05,2018
"north-carolina-courage-vs-washington-spirit-2018-07-11",2018-07-11,2018
"utah-royals-vs-orlando-pride-2018-05-09",2018-05-09,2018
"utah-royals-vs-chicago-red-stars-2018-09-08",2018-09-08,2018
"chicago-red-stars-vs-houston-dash-2018-05-12",2018-05-12,2018
"houston-dash-vs-north-carolina-courage-2018-04-28",2018-04-28,2018
"washington-spirit-vs-sky-blue-2018-05-23",2018-05-23,2018
"sky-blue-vs-houston-dash-2018-05-05",2018-05-05,2018
"washington-spirit-vs-portland-thorns-2018-05-19",2018-05-19,2018
"north-carolina-courage-vs-washington-spirit-2018-05-12",2018-05-12,2018
"sky-blue-vs-portland-thorns-2018-07-21",2018-07-21,2018
"portland-thorns-vs-houston-dash-2018-07-15",2018-07-15,2018
"orlando-pride-vs-reign-2018-07-21",2018-07-21,2018
"houston-dash-vs-chicago-red-stars-2018-03-25",2018-03-25,2018
"north-carolina-courage-vs-chicago-red-stars-2018-05-06",2018-05-06,2018
"sky-blue-vs-utah-royals-2018-06-02",2018-06-02,2018
"houston-dash-vs-washington-spirit-2018-05-27",2018-05-27,2018
"portland-thorns-vs-north-carolina-courage-2018-05-30",2018-05-30,2018
"sky-blue-vs-reign-2018-05-26",2018-05-26,2018
"reign-vs-chicago-red-stars-2018-05-19",2018-05-19,2018
"sky-blue-vs-north-carolina-courage-2018-05-19",2018-05-19,2018
"utah-royals-vs-orlando-pride-2018-07-14",2018-07-14,2018
"north-carolina-courage-vs-chicago-red-stars-2018-09-18",2018-09-18,2018
"portland-thorns-vs-reign-2018-09-15",2018-09-15,2018
"north-carolina-courage-vs-portland-thorns-2018-09-22",2018-09-22,2018
"portland-thorns-vs-washington-spirit-2019-10-12",2019-10-12,2019
"utah-royals-vs-houston-dash-2019-10-12",2019-10-12,2019
"orlando-pride-vs-reign-2019-10-12",2019-10-12,2019
"north-carolina-courage-vs-sky-blue-2019-10-12",2019-10-12,2019
"reign-vs-portland-thorns-2019-09-29",2019-09-29,2019
"sky-blue-vs-orlando-pride-2019-09-29",2019-09-29,2019
"chicago-red-stars-vs-utah-royals-2019-09-28",2019-09-28,2019
"washington-spirit-vs-north-carolina-courage-2019-09-28",2019-09-28,2019
"houston-dash-vs-washington-spirit-2019-09-25",2019-09-25,2019
"portland-thorns-vs-houston-dash-2019-09-21",2019-09-21,2019
"reign-vs-sky-blue-2019-09-21",2019-09-21,2019
"utah-royals-vs-north-carolina-courage-2019-09-21",2019-09-21,2019
"chicago-red-stars-vs-washington-spirit-2019-09-21",2019-09-21,2019
"reign-vs-utah-royals-2019-09-25",2019-09-25,2019
"sky-blue-vs-chicago-red-stars-2019-09-15",2019-09-15,2019
"washington-spirit-vs-reign-2019-09-14",2019-09-14,2019
"north-carolina-courage-vs-orlando-pride-2019-09-14",2019-09-14,2019
"houston-dash-vs-utah-royals-2019-09-13",2019-09-13,2019
"portland-thorns-vs-north-carolina-courage-2019-09-11",2019-09-11,2019
"orlando-pride-vs-chicago-red-stars-2019-09-11",2019-09-11,2019
"chicago-red-stars-vs-houston-dash-2019-09-08",2019-09-08,2019
"reign-vs-orlando-pride-2019-09-07",2019-09-07,2019
"sky-blue-vs-north-carolina-courage-2019-09-07",2019-09-07,2019
"utah-royals-vs-portland-thorns-2019-09-06",2019-09-06,2019
"orlando-pride-vs-washington-spirit-2019-10-05",2019-10-05,2019
"portland-thorns-vs-chicago-red-stars-2019-08-25",2019-08-25,2019
"houston-dash-vs-sky-blue-2019-08-24",2019-08-24,2019
"washington-spirit-vs-orlando-pride-2019-08-24",2019-08-24,2019
"north-carolina-courage-vs-reign-2019-08-24",2019-08-24,2019
"washington-spirit-vs-utah-royals-2019-08-21",2019-08-21,2019
"chicago-red-stars-vs-orlando-pride-2019-08-21",2019-08-21,2019
"sky-blue-vs-reign-2019-08-18",2019-08-18,2019
"portland-thorns-vs-washington-spirit-2019-08-17",2019-08-17,2019
"orlando-pride-vs-utah-royals-2019-08-17",2019-08-17,2019
"sky-blue-vs-chicago-red-stars-2019-08-14",2019-08-14,2019
"reign-vs-utah-royals-2019-08-11",2019-08-11,2019
"portland-thorns-vs-north-carolina-courage-2019-08-11",2019-08-11,2019
"orlando-pride-vs-houston-dash-2019-08-10",2019-08-10,2019
"washington-spirit-vs-chicago-red-stars-2019-08-10",2019-08-10,2019
"utah-royals-vs-sky-blue-2019-08-07",2019-08-07,2019
"reign-vs-portland-thorns-2019-08-07",2019-08-07,2019
"portland-thorns-vs-sky-blue-2019-08-03",2019-08-03,2019
"chicago-red-stars-vs-utah-royals-2019-08-03",2019-08-03,2019
"north-carolina-courage-vs-washington-spirit-2019-08-03",2019-08-03,2019
"houston-dash-vs-reign-2019-08-02",2019-08-02,2019
"houston-dash-vs-sky-blue-2019-07-28",2019-07-28,2019
"reign-vs-chicago-red-stars-2019-07-28",2019-07-28,2019
"utah-royals-vs-north-carolina-courage-2019-07-27",2019-07-27,2019
"portland-thorns-vs-houston-dash-2019-07-24",2019-07-24,2019
"sky-blue-vs-washington-spirit-2019-07-24",2019-07-24,2019
"chicago-red-stars-vs-north-carolina-courage-2019-07-21",2019-07-21,2019
"orlando-pride-vs-sky-blue-2019-07-20",2019-07-20,2019
"washington-spirit-vs-houston-dash-2019-07-20",2019-07-20,2019
"utah-royals-vs-portland-thorns-2019-07-19",2019-07-19,2019
"portland-thorns-vs-orlando-pride-2019-07-14",2019-07-14,2019
"houston-dash-vs-chicago-red-stars-2019-07-13",2019-07-13,2019
"north-carolina-courage-vs-reign-2019-07-13",2019-07-13,2019
"sky-blue-vs-utah-royals-2019-07-12",2019-07-12,2019
"chicago-red-stars-vs-sky-blue-2019-07-06",2019-07-06,2019
"orlando-pride-vs-washington-spirit-2019-07-06",2019-07-06,2019
"portland-thorns-vs-reign-2019-07-05",2019-07-05,2019
"north-carolina-courage-vs-houston-dash-2019-07-05",2019-07-05,2019
"orlando-pride-vs-chicago-red-stars-2019-06-30",2019-06-30,2019
"houston-dash-vs-portland-thorns-2019-06-29",2019-06-29,2019
"washington-spirit-vs-north-carolina-courage-2019-06-29",2019-06-29,2019
"utah-royals-vs-reign-2019-06-28",2019-06-28,2019
"chicago-red-stars-vs-reign-2019-06-23",2019-06-23,2019
"washington-spirit-vs-houston-dash-2019-06-22",2019-06-22,2019
"sky-blue-vs-orlando-pride-2019-06-22",2019-06-22,2019
"portland-thorns-vs-utah-royals-2019-06-21",2019-06-21,2019
"utah-royals-vs-sky-blue-2019-06-15",2019-06-15,2019
"reign-vs-washington-spirit-2019-06-15",2019-06-15,2019
"houston-dash-vs-orlando-pride-2019-06-15",2019-06-15,2019
"north-carolina-courage-vs-portland-thorns-2019-06-15",2019-06-15,2019
"portland-thorns-vs-chicago-red-stars-2019-06-02",2019-06-02,2019
"reign-vs-houston-dash-2019-06-02",2019-06-02,2019
"orlando-pride-vs-north-carolina-courage-2019-06-01",2019-06-01,2019
"washington-spirit-vs-utah-royals-2019-06-01",2019-06-01,2019
"reign-vs-north-carolina-courage-2019-05-27",2019-05-27,2019
"chicago-red-stars-vs-washington-spirit-2019-05-26",2019-05-26,2019
"utah-royals-vs-orlando-pride-2019-05-25",2019-05-25,2019
"sky-blue-vs-portland-thorns-2019-05-25",2019-05-25,2019
"houston-dash-vs-chicago-red-stars-2019-05-19",2019-05-19,2019
"north-carolina-courage-vs-utah-royals-2019-05-19",2019-05-19,2019
"washington-spirit-vs-portland-thorns-2019-05-18",2019-05-18,2019
"reign-vs-sky-blue-2019-05-18",2019-05-18,2019
"chicago-red-stars-vs-north-carolina-courage-2019-05-12",2019-05-12,2019
"orlando-pride-vs-portland-thorns-2019-05-11",2019-05-11,2019
"utah-royals-vs-houston-dash-2019-05-11",2019-05-11,2019
"sky-blue-vs-washington-spirit-2019-05-11",2019-05-11,2019
"houston-dash-vs-orlando-pride-2019-05-05",2019-05-05,2019
"washington-spirit-vs-reign-2019-05-04",2019-05-04,2019
"north-carolina-courage-vs-sky-blue-2019-05-04",2019-05-04,2019
"utah-royals-vs-chicago-red-stars-2019-05-03",2019-05-03,2019
"sky-blue-vs-portland-thorns-2019-04-28",2019-04-28,2019
"houston-dash-vs-north-carolina-courage-2019-04-28",2019-04-28,2019
"chicago-red-stars-vs-reign-2019-04-28",2019-04-28,2019
"orlando-pride-vs-utah-royals-2019-04-27",2019-04-27,2019
"reign-vs-orlando-pride-2019-04-21",2019-04-21,2019
"utah-royals-vs-washington-spirit-2019-04-20",2019-04-20,2019
"sky-blue-vs-houston-dash-2019-04-20",2019-04-20,2019
"chicago-red-stars-vs-portland-thorns-2019-04-20",2019-04-20,2019
"north-carolina-courage-vs-orlando-pride-2019-04-17",2019-04-17,2019
"houston-dash-vs-reign-2019-04-14",2019-04-14,2019
"orlando-pride-vs-portland-thorns-2019-04-14",2019-04-14,2019
"washington-spirit-vs-sky-blue-2019-04-13",2019-04-13,2019
"north-carolina-courage-vs-chicago-red-stars-2019-04-13",2019-04-13,2019
"north-carolina-courage-vs-houston-dash-2019-09-17",2019-09-17,2019
"chicago-red-stars-vs-portland-thorns-2019-10-20",2019-10-20,2019
"north-carolina-courage-vs-reign-2019-10-20",2019-10-20,2019
"north-carolina-courage-vs-chicago-red-stars-2019-10-27",2019-10-27,2019
